# Time-averaged data for fix msdw
# TimeStep c_mw[4]
0 2.09094e-12
10 0.0278269
20 0.085007
30 0.129859
40 0.154794
50 0.175972
60 0.203453
70 0.235502
80 0.269421
90 0.305425
100 0.340645
110 0.373768
120 0.407105
130 0.442312
140 0.477614
150 0.511986
160 0.545092
170 0.579304
180 0.614752
190 0.650011
200 0.686999
210 0.725886
220 0.764295
230 0.805366
240 0.845661
250 0.880826
260 0.911602
270 0.944319
280 0.979453
290 1.01233
300 1.04165
310 1.07354
320 1.10722
330 1.13976
340 1.17306
350 1.20439
360 1.23386
370 1.26324
380 1.28958
390 1.31587
400 1.34898
410 1.38485
420 1.41299
430 1.43591
440 1.46127
450 1.49144
460 1.51631
470 1.53314
480 1.55101
490 1.57683
500 1.60869
510 1.63518
520 1.65687
530 1.67977
540 1.70707
550 1.73565
560 1.75745
570 1.77685
580 1.79856
590 1.82298
600 1.84347
610 1.85992
620 1.88378
630 1.91554
640 1.94586
650 1.97366
660 2.001
670 2.01943
680 2.03528
690 2.05649
700 2.08343
710 2.11044
720 2.13248
730 2.15005
740 2.16425
750 2.18021
760 2.20213
770 2.22654
780 2.24584
790 2.25815
800 2.27287
810 2.29115
820 2.30911
830 2.32285
840 2.33239
850 2.34527
860 2.35839
870 2.37658
880 2.39852
890 2.42197
900 2.44386
910 2.4623
920 2.47684
930 2.49565
940 2.52154
950 2.54393
960 2.56219
970 2.57908
980 2.59895
990 2.62071
1000 2.64125
1010 2.65444
1020 2.67022
1030 2.6941
1040 2.72251
1050 2.74276
1060 2.7563
1070 2.77552
1080 2.79982
1090 2.82112
1100 2.84004
1110 2.86057
1120 2.88455
1130 2.90624
1140 2.92756
1150 2.95151
1160 2.97439
1170 2.99587
1180 3.02299
1190 3.05519
1200 3.0803
1210 3.09557
1220 3.10852
1230 3.12781
1240 3.15208
1250 3.17556
1260 3.1972
1270 3.21995
1280 3.24127
1290 3.25558
1300 3.27153
1310 3.29693
1320 3.31875
1330 3.32763
1340 3.33444
1350 3.34919
1360 3.36744
1370 3.39237
1380 3.41942
1390 3.44081
1400 3.45923
1410 3.48388
1420 3.50937
1430 3.53406
1440 3.56344
1450 3.59382
1460 3.61692
1470 3.63487
1480 3.65366
1490 3.67039
1500 3.68573
1510 3.70712
1520 3.73761
1530 3.76601
1540 3.78454
1550 3.8013
1560 3.81617
1570 3.83134
1580 3.85158
1590 3.88071
1600 3.90892
1610 3.93039
1620 3.95121
1630 3.97334
1640 3.99311
1650 4.01722
1660 4.04494
1670 4.06905
1680 4.09316
1690 4.12073
1700 4.14714
1710 4.1675
1720 4.18366
1730 4.19632
1740 4.20725
1750 4.22415
1760 4.24847
1770 4.27199
1780 4.28803
1790 4.30183
1800 4.32362
1810 4.35292
1820 4.37991
1830 4.40177
1840 4.4218
1850 4.44124
1860 4.457
1870 4.47339
1880 4.4954
1890 4.52048
1900 4.54754
1910 4.57918
1920 4.60743
1930 4.62431
1940 4.63884
1950 4.65561
1960 4.66824
1970 4.6836
1980 4.70651
1990 4.72641
2000 4.73856
2010 4.75491
2020 4.7785
2030 4.79753
2040 4.80443
2050 4.81103
2060 4.82581
2070 4.84402
2080 4.85924
2090 4.86776
2100 4.87044
2110 4.88205
2120 4.90784
2130 4.93407
2140 4.94893
2150 4.95572
2160 4.9655
2170 4.97851
2180 4.98533
2190 4.99933
2200 5.02189
2210 5.04153
2220 5.05411
2230 5.06837
2240 5.09025
2250 5.11011
2260 5.12669
2270 5.14605
2280 5.17565
2290 5.20885
