# Time-averaged data for fix msdk
# TimeStep c_mk[4]
0 1.26218e-29
10 0.00200883
20 0.00795276
30 0.0175424
40 0.0303144
50 0.0457109
60 0.0630961
70 0.0817603
80 0.101039
90 0.120526
100 0.140139
110 0.15994
120 0.180087
130 0.200613
140 0.221236
150 0.24177
160 0.262245
170 0.282302
180 0.301374
190 0.319304
200 0.336184
210 0.352404
220 0.368721
230 0.385413
240 0.401902
250 0.417672
260 0.43268
270 0.446964
280 0.460524
290 0.473482
300 0.485895
310 0.497764
320 0.509089
330 0.519668
340 0.529038
350 0.536921
360 0.543427
370 0.549039
380 0.554266
390 0.559596
400 0.565236
410 0.571031
420 0.57707
430 0.583977
440 0.592376
450 0.602231
460 0.613255
470 0.625198
480 0.637736
490 0.650381
500 0.662692
510 0.67447
520 0.685696
530 0.696345
540 0.706462
550 0.716179
560 0.725629
570 0.734827
580 0.744011
590 0.753496
600 0.763336
610 0.773505
620 0.783783
630 0.79392
640 0.803889
650 0.813387
660 0.821854
670 0.829357
680 0.836308
690 0.843048
700 0.849913
710 0.857504
720 0.866027
730 0.875033
740 0.884034
750 0.892679
760 0.900805
770 0.908678
780 0.916757
790 0.92526
800 0.934259
810 0.943803
820 0.954007
830 0.964902
840 0.976224
850 0.987536
860 0.99851
870 1.00893
880 1.01827
890 1.02574
900 1.03113
910 1.0351
920 1.03837
930 1.0413
940 1.04408
950 1.04715
960 1.05091
970 1.05542
980 1.06064
990 1.06664
1000 1.07349
1010 1.08104
1020 1.08893
1030 1.0967
1040 1.10398
1050 1.11045
1060 1.1158
1070 1.1202
1080 1.12415
1090 1.12794
1100 1.13197
1110 1.1365
1120 1.14142
1130 1.1467
1140 1.15197
1150 1.1568
1160 1.16131
1170 1.1659
1180 1.17026
1190 1.17356
1200 1.17541
1210 1.17607
1220 1.17629
1230 1.17683
1240 1.17816
1250 1.18073
1260 1.18511
1270 1.19128
1280 1.19876
1290 1.20676
1300 1.21474
1310 1.22249
1320 1.23006
1330 1.2377
1340 1.24566
1350 1.25409
1360 1.26309
1370 1.27234
1380 1.28118
1390 1.28939
1400 1.29738
1410 1.30518
1420 1.31256
1430 1.31941
1440 1.32629
1450 1.33341
1460 1.33992
1470 1.34459
1480 1.34675
1490 1.34687
1500 1.34583
1510 1.34433
1520 1.34304
1530 1.34283
1540 1.34424
1550 1.34696
1560 1.35052
1570 1.35454
1580 1.35838
1590 1.36156
1600 1.36415
1610 1.36664
1620 1.36964
1630 1.37361
1640 1.37834
1650 1.38299
1660 1.38728
1670 1.39213
1680 1.39839
1690 1.40586
1700 1.41384
1710 1.42249
1720 1.43286
1730 1.44503
1740 1.45787
1750 1.47045
1760 1.48204
1770 1.49165
1780 1.49875
1790 1.50349
1800 1.50638
1810 1.50852
1820 1.51127
1830 1.51534
1840 1.52069
1850 1.52707
1860 1.5343
1870 1.54191
1880 1.5491
1890 1.55571
1900 1.56241
1910 1.56971
1920 1.57729
1930 1.58507
1940 1.59341
1950 1.602
1960 1.60993
1970 1.61638
1980 1.62088
1990 1.62339
2000 1.62475
2010 1.62623
2020 1.62857
2030 1.63191
2040 1.63639
2050 1.64243
2060 1.65028
2070 1.6597
2080 1.66995
2090 1.6799
2100 1.68848
2110 1.69505
2120 1.69998
2130 1.7042
2140 1.70802
2150 1.71103
2160 1.71294
2170 1.71384
2180 1.71437
2190 1.71554
2200 1.7183
2210 1.72288
2220 1.72883
2230 1.73572
2240 1.74352
2250 1.75191
2260 1.76006
2270 1.76739
2280 1.77404
2290 1.78053
2300 1.78663
2310 1.79168
2320 1.79559
2330 1.79856
2340 1.80074
2350 1.80271
2360 1.80537
2370 1.80937
2380 1.81493
2390 1.82192
2400 1.8296
2410 1.83666
2420 1.84246
2430 1.8479
2440 1.85373
2450 1.86002
