# Time-averaged data for fix msdk
# TimeStep c_mk[4]
0 5.32979e-29
10 0.0019175
20 0.00742765
30 0.0160014
40 0.0271814
50 0.0405156
60 0.0555419
70 0.0720069
80 0.0895567
90 0.107723
100 0.126254
110 0.144593
120 0.161805
130 0.177156
140 0.190877
150 0.20379
160 0.216596
170 0.229758
180 0.243573
190 0.258192
200 0.273359
210 0.288598
220 0.303474
230 0.317455
240 0.330181
250 0.341733
260 0.352243
270 0.361609
280 0.369763
290 0.376908
300 0.383462
310 0.39032
320 0.397886
330 0.405811
340 0.413856
350 0.421851
360 0.429657
370 0.437366
380 0.444924
390 0.452336
400 0.459848
410 0.467394
420 0.474341
430 0.480589
440 0.486559
450 0.49224
460 0.497616
470 0.502746
480 0.507943
490 0.513381
500 0.518959
510 0.524607
520 0.530708
530 0.537741
540 0.545647
550 0.553719
560 0.561088
570 0.567542
580 0.573462
590 0.579412
600 0.58651
610 0.59512
620 0.604411
630 0.613781
640 0.622635
650 0.63051
660 0.637685
670 0.644355
680 0.650083
690 0.65484
700 0.658397
710 0.659701
720 0.658373
730 0.655275
740 0.65143
750 0.647292
760 0.643574
770 0.641248
780 0.640526
790 0.640772
800 0.641303
810 0.641394
820 0.640526
830 0.63915
840 0.638551
850 0.639605
860 0.642605
870 0.647584
880 0.653892
890 0.660452
900 0.666756
910 0.67263
920 0.677958
930 0.682654
940 0.686931
950 0.691066
960 0.694634
970 0.697035
980 0.698567
990 0.699839
1000 0.701172
1010 0.702922
1020 0.705368
1030 0.708155
1040 0.711006
1050 0.714047
1060 0.717301
1070 0.720749
1080 0.724186
1090 0.727376
1100 0.73016
1110 0.732237
1120 0.733642
1130 0.735467
1140 0.738328
1150 0.741367
1160 0.744327
1170 0.74759
1180 0.750449
1190 0.751647
1200 0.750864
1210 0.748998
1220 0.747358
1230 0.746743
1240 0.747328
1250 0.749527
1260 0.753306
1270 0.757868
1280 0.76283
1290 0.768139
1300 0.772896
1310 0.776001
1320 0.777422
1330 0.778053
1340 0.778817
1350 0.780526
1360 0.78419
1370 0.789565
1380 0.794421
1390 0.797307
1400 0.799005
1410 0.800259
1420 0.800899
1430 0.801132
1440 0.801929
1450 0.804205
1460 0.808636
1470 0.815193
1480 0.822803
1490 0.830293
1500 0.836968
1510 0.842439
1520 0.847015
1530 0.851051
1540 0.854512
1550 0.857852
1560 0.862192
1570 0.867545
1580 0.872637
1590 0.877172
1600 0.881778
1610 0.886389
1620 0.89034
1630 0.893466
1640 0.896021
1650 0.89799
1660 0.899387
1670 0.900484
1680 0.90153
1690 0.902704
1700 0.904727
1710 0.908399
1720 0.913733
1730 0.919883
1740 0.925895
1750 0.931127
1760 0.935497
1770 0.939874
1780 0.9453
1790 0.952176
1800 0.960416
1810 0.969916
1820 0.980295
1830 0.990589
1840 1.00026
1850 1.00932
1860 1.0172
1870 1.02323
1880 1.02716
1890 1.02954
1900 1.03171
1910 1.03522
1920 1.04088
1930 1.04895
1940 1.0585
1950 1.06746
1960 1.07505
1970 1.08226
1980 1.08982
1990 1.09743
2000 1.10461
2010 1.11117
2020 1.11715
2030 1.12336
2040 1.13016
2050 1.13749
2060 1.14548
2070 1.1542
2080 1.16348
2090 1.17321
2100 1.18252
2110 1.19034
2120 1.19622
2130 1.20018
2140 1.2024
2150 1.20315
2160 1.20276
2170 1.20147
2180 1.19974
2190 1.19737
2200 1.19366
2210 1.18875
2220 1.18398
2230 1.18038
2240 1.17838
2250 1.17824
2260 1.17999
2270 1.18379
2280 1.18955
2290 1.1968
2300 1.20489
2310 1.21279
2320 1.21933
2330 1.22391
2340 1.22664
2350 1.22774
2360 1.22703
2370 1.22458
2380 1.22094
2390 1.21681
2400 1.21341
2410 1.21235
2420 1.21452
2430 1.21878
2440 1.22355
2450 1.2281
2460 1.23221
2470 1.23599
2480 1.23853
2490 1.23842
2500 1.23641
2510 1.23452
2520 1.23322
2530 1.2324
2540 1.23251
2550 1.23362
2560 1.235
2570 1.23603
2580 1.23676
2590 1.23819
2600 1.24132
2610 1.24571
2620 1.25046
2630 1.25568
2640 1.26123
2650 1.2662
2660 1.27086
2670 1.27582
2680 1.28016
2690 1.28356
2700 1.28733
2710 1.29262
2720 1.29949
2730 1.30762
