# Time-averaged data for fix msdk
# TimeStep c_mk[4]
0 1.57575e-29
10 0.00234426
20 0.00922686
30 0.0200615
40 0.0340393
50 0.0502421
60 0.0677223
70 0.0861318
80 0.105952
90 0.127596
100 0.150938
110 0.175795
120 0.202095
130 0.22971
140 0.258419
150 0.288034
160 0.318392
170 0.349259
180 0.380411
190 0.411794
200 0.443088
210 0.473571
220 0.502295
230 0.528717
240 0.553076
250 0.575897
260 0.597706
270 0.618939
280 0.639953
290 0.660942
300 0.68153
310 0.70091
320 0.719071
330 0.736425
340 0.753025
350 0.768948
360 0.784493
370 0.799759
380 0.814621
390 0.829551
400 0.845256
410 0.861697
420 0.878422
430 0.895343
440 0.912644
450 0.930286
460 0.948226
470 0.966732
480 0.985362
490 1.00287
500 1.01859
510 1.03345
520 1.04936
530 1.06739
540 1.08715
550 1.10798
560 1.12968
570 1.15235
580 1.17601
590 1.20059
600 1.226
610 1.25213
620 1.27863
630 1.30481
640 1.3302
650 1.35544
660 1.38134
670 1.40749
680 1.43322
690 1.45863
700 1.48365
710 1.50717
720 1.52729
730 1.54343
740 1.55706
750 1.57006
760 1.58329
770 1.59707
780 1.61239
790 1.63029
800 1.64994
810 1.67034
820 1.69208
830 1.71522
840 1.73779
850 1.75791
860 1.77604
870 1.79436
880 1.81411
890 1.83518
900 1.85709
910 1.8794
920 1.90223
930 1.92662
940 1.95251
950 1.97818
960 2.00159
970 2.02241
980 2.04204
990 2.06186
1000 2.08219
1010 2.10267
1020 2.12268
1030 2.14184
1040 2.16029
1050 2.17831
1060 2.196
1070 2.21401
1080 2.23204
1090 2.24804
1100 2.26031
1110 2.26911
1120 2.27642
1130 2.28426
1140 2.29294
1150 2.30146
1160 2.30962
1170 2.31796
1180 2.32629
1190 2.33408
1200 2.34168
1210 2.34961
1220 2.35842
1230 2.36905
1240 2.38226
1250 2.39756
1260 2.41367
1270 2.42996
1280 2.44705
1290 2.46626
1300 2.48756
1310 2.5095
1320 2.53087
1330 2.55155
1340 2.57162
1350 2.59059
1360 2.60866
1370 2.62733
1380 2.64824
1390 2.67168
1400 2.69732
1410 2.72533
1420 2.75588
1430 2.78854
1440 2.82249
1450 2.85694
1460 2.89068
1470 2.9226
1480 2.95194
1490 2.97871
1500 3.00286
1510 3.02385
1520 3.04233
1530 3.05929
1540 3.07451
1550 3.08828
1560 3.10272
1570 3.11972
1580 3.13887
1590 3.15765
1600 3.1726
1610 3.18181
1620 3.18664
